Age,Attrition,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,in_mean_minutes,out_mean_minutes,work_duration_mean_minutes,in_std_minutes,out_std_minutes,missing_in_rate,missing_out_rate,valid_days_count,late_arrival_rate,early_leave_rate,time_features_imputed
33,0,2,3,416,1,59140,3.0,16,1,6.0,4,3,0,2,3.0,1.0,3.0,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,597.9019607843137,1230.795518207283,632.8935574229691,17.801886344269867,24.297291497389935,0.08812260536398467,0.08812260536398467,238,0.46638655462184875,0.0,0
58,0,2,4,417,1,26220,2.0,23,0,24.0,3,6,0,4,3.0,2.0,3.0,3,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,600.6541841004184,1099.8728730822875,499.21868898186887,15.91367633403935,23.349616763633772,0.0842911877394636,0.0842911877394636,239,0.5146443514644351,0.0,0
31,0,1,3,418,1,121850,3.0,14,0,13.0,2,7,5,2,2.0,3.0,4.0,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,598.5061728395061,963.3994513031549,364.89327846364887,17.493356559621976,24.647892810370934,0.06896551724137931,0.06896551724137931,243,0.45267489711934156,0.448559670781893,0
35,0,2,1,419,3,106090,1.0,22,0,10.0,3,10,0,7,4.0,4.0,1.0,3,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,601.9419467787114,1224.7705182072827,622.8285714285713,16.28393263507708,23.35505394221122,0.08812260536398467,0.08812260536398467,238,0.5672268907563025,0.0,0
49,0,25,2,420,2,43450,4.0,15,0,29.0,3,26,1,7,1.0,2.0,2.0,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,600.2310344827587,1019.7408764367817,419.50984195402305,16.626426587528506,25.56396554036889,0.1111111111111111,0.1111111111111111,232,0.4956896551724138,0.008620689655172414,0
48,0,1,4,421,1,21770,4.0,18,0,13.0,4,0,0,0,4.0,3.0,2.0,3,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,602.4312412831241,1004.3690376569039,401.93779637377963,15.656038927369831,23.10266755859676,0.0842911877394636,0.0842911877394636,239,0.5481171548117155,0.029288702928870293,0
31,0,1,2,422,2,27930,1.0,16,0,9.0,4,9,0,0,4.0,3.0,2.0,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,600.3204918032787,1025.3265027322404,425.00601092896176,15.819270021386403,25.359491697930473,0.06513409961685823,0.06513409961685823,244,0.5122950819672131,0.00819672131147541,0
36,0,2,4,423,1,79180,2.0,12,2,8.0,3,6,0,1,2.0,4.0,3.0,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,600.1143654114364,990.3177126917714,390.20334728033475,17.865093071992536,24.769769053934837,0.0842911877394636,0.0842911877394636,239,0.4895397489539749,0.1087866108786611,0
38,0,6,3,424,2,87890,1.0,11,3,15.0,4,15,5,11,4.0,1.0,3.0,3,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,600.132718579235,1025.0566939890712,424.9239754098361,17.657315337923873,26.496771348712883,0.06513409961685823,0.06513409961685823,244,0.5245901639344263,0.004098360655737705,0
32,0,18,3,425,1,23890,6.0,12,1,5.0,4,3,0,2,3.0,2.0,3.0,2,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,599.7756887052342,1024.7440771349861,424.9683884297521,16.31927847058019,24.171576537485798,0.07279693486590039,0.07279693486590039,242,0.4793388429752066,0.0,0
25,1,1,2,426,1,32120,1.0,15,1,1.0,3,1,0,0,3.0,2.0,3.0,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,600.8629470672388,1135.0236766809728,534.1607296137339,17.416979125876797,25.987101289033923,0.10727969348659004,0.10727969348659004,233,0.5236051502145923,0.0,0
40,0,1,4,427,2,192320,2.0,14,1,11.0,3,1,0,0,1.0,2.0,2.0,3,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,599.9877581120944,963.9561946902654,363.9684365781711,17.63747196656464,26.14354162814724,0.13409961685823754,0.13409961685823754,226,0.5265486725663717,0.4469026548672566,0
26,0,11,3,428,2,22670,1.0,19,3,7.0,2,7,0,7,3.0,1.0,3.0,2,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,598.7511065006915,1057.3831258644536,458.63201936376214,16.308842428668793,24.837702797981358,0.07662835249042145,0.07662835249042145,241,0.5020746887966805,0.0,0
41,0,1,4,429,1,195170,2.0,13,0,20.0,5,18,2,17,4.0,1.0,3.0,3,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,600.5507153075823,1243.3828326180258,642.8321173104433,16.0585847335068,24.50863292049039,0.10727969348659004,0.10727969348659004,233,0.5150214592274678,0.0,0
36,0,9,3,430,2,24360,4.0,13,0,16.0,3,11,3,9,3.0,3.0,3.0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,598.9275210084033,1024.7070728291317,425.7795518207283,16.33984643149545,23.998109594507735,0.08812260536398467,0.08812260536398467,238,0.4789915966386555,0.004201680672268907,0
19,1,15,3,431,2,160640,1.0,15,1,1.0,3,1,0,0,4.0,2.0,4.0,3,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,600.0755878284923,1236.9765560165977,636.9009681881053,16.010547519894946,23.686092481132103,0.07662835249042145,0.07662835249042145,241,0.4730290456431535,0.0,0
20,1,29,3,432,3,27070,1.0,11,0,1.0,2,1,0,0,1.0,1.0,3.0,3,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,599.7974517906337,964.8165977961434,365.01914600550964,16.861862194338894,26.181208286736243,0.07279693486590039,0.07279693486590039,242,0.5082644628099173,0.4297520661157025,0
31,0,1,4,433,4,190680,0.0,12,0,10.0,1,9,8,5,4.0,4.0,1.0,3,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,599.5574314574316,1099.332611832612,499.77518037518035,16.79812069204566,25.07619898461131,0.11494252873563218,0.11494252873563218,231,0.4935064935064935,0.0,0
40,0,1,3,434,1,39310,8.0,19,0,3.0,2,1,0,0,4.0,2.0,3.0,2,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,599.4847619047619,1087.9348299319727,488.4500680272109,14.69089277753714,23.725839691410044,0.06130268199233716,0.06130268199233716,245,0.4775510204081633,0.0,0
32,0,24,3,435,4,37300,1.0,25,1,8.0,4,8,6,3,3.0,1.0,4.0,3,4,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,601.1675177304963,1074.7821276595744,473.614609929078,16.25778005688378,22.78161422168843,0.09961685823754789,0.09961685823754789,235,0.5234042553191489,0.0,0
36,1,10,3,436,3,22320,1.0,12,1,16.0,2,16,3,7,3.0,4.0,3.0,3,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,598.7596343178622,1187.1130098452884,588.3533755274261,16.707736467561258,26.49086583933245,0.09195402298850575,0.09195402298850575,237,0.48945147679324896,0.0,0
33,0,1,4,437,4,44650,0.0,13,0,6.0,3,5,1,4,2.0,4.0,3.0,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,601.1564890710383,962.1920765027322,361.035587431694,16.37496402270051,23.972144634879594,0.06513409961685823,0.06513409961685823,244,0.5573770491803278,0.4262295081967213,0
37,1,10,4,438,3,30720,5.0,14,0,17.0,3,14,11,7,1.0,3.0,1.0,2,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,600.3518436578171,976.8294247787611,376.47758112094397,16.68153522831377,26.43846824560422,0.13409961685823754,0.13409961685823754,226,0.504424778761062,0.26548672566371684,0
45,0,8,1,439,2,33190,1.0,12,1,9.0,3,9,0,8,3.0,2.0,2.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,600.2082278481013,978.7537974683544,378.5455696202531,17.93427013417098,23.535091944667,0.09195402298850575,0.09195402298850575,237,0.4978902953586498,0.22362869198312235,0
29,0,29,1,440,1,192020,1.0,12,0,3.0,5,3,0,2,3.0,4.0,3.0,3,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,599.2703056768559,1056.449344978166,457.17903930131007,16.42429176536605,25.79923066549927,0.12260536398467432,0.12260536398467432,229,0.5021834061135371,0.0,0
35,0,1,3,441,3,136750,1.0,15,3,5.0,5,5,1,0,3.0,3.0,3.0,2,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,600.9044303797468,983.146905766526,382.24247538677923,16.35866529235566,23.907215248751204,0.09195402298850575,0.09195402298850575,237,0.4978902953586498,0.16033755274261605,0
52,0,5,4,442,1,29110,2.0,17,2,26.0,3,9,7,8,4.0,4.0,2.0,3,3,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,600.6637955182073,1020.0714985994398,419.40770308123246,16.9207063877737,24.877823704621843,0.08812260536398467,0.08812260536398467,238,0.5168067226890757,0.0,0
58,1,9,2,443,4,59570,4.0,14,1,7.0,2,1,0,0,4.0,3.0,3.0,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,600.1756521739131,1048.7260869565218,448.55043478260865,16.827442191497283,25.68676953630471,0.11877394636015326,0.11877394636015326,230,0.508695652173913,0.0,0
53,0,9,3,444,1,39200,6.0,16,1,22.0,3,17,15,2,3.0,3.0,4.0,3,3,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,600.8562672176308,992.2473140495866,391.3910468319559,16.511629973058696,23.929794318986616,0.07279693486590039,0.07279693486590039,242,0.5330578512396694,0.08264462809917356,0
30,0,3,4,445,1,64340,5.0,14,1,10.0,3,8,7,7,3.0,3.0,4.0,2,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,598.5880640465795,1078.7738719068414,480.18580786026195,15.635625998914986,24.231297228005385,0.12260536398467432,0.12260536398467432,229,0.4585152838427948,0.0,0
38,0,4,3,446,2,100480,1.0,23,1,6.0,2,5,1,3,3.0,4.0,3.0,3,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,602.552485380117,1088.558625730994,486.00614035087716,17.38067017420879,25.49466642871763,0.12643678160919541,0.12643678160919541,228,0.5701754385964912,0.0,0
35,0,1,2,447,2,109380,6.0,14,2,12.0,2,10,0,8,4.0,4.0,3.0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.3208860759494,1041.4417721518987,439.12088607594933,17.384514452852812,23.524092441344465,0.09195402298850575,0.09195402298850575,237,0.5569620253164557,0.0,0
39,0,1,1,448,2,23400,0.0,11,1,9.0,2,8,0,7,1.0,3.0,3.0,2,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,599.4125362318839,990.0129710144928,390.6004347826087,15.124635157216344,21.84101361885947,0.11877394636015326,0.11877394636015326,230,0.46956521739130436,0.1,0
40,1,2,4,449,1,65450,4.0,15,0,22.0,2,1,0,0,2.0,2.0,2.0,3,3,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,599.4145569620254,1167.7817862165964,568.367229254571,16.57764545596328,24.023994987655758,0.09195402298850575,0.09195402298850575,237,0.5316455696202531,0.0,0
47,0,7,4,450,3,69310,1.0,11,0,20.0,3,19,2,7,3.0,3.0,4.0,3,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,600.3946808510639,1205.8926241134754,605.4979432624114,15.96984980759966,26.849653288936025,0.09961685823754789,0.09961685823754789,235,0.502127659574468,0.0,0
36,0,28,1,451,2,48980,4.0,13,1,12.0,3,7,0,7,1.0,4.0,3.0,3,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,600.4286501377411,1008.7767906336088,408.34814049586777,16.383557611094034,23.836647326556747,0.07279693486590039,0.07279693486590039,242,0.5537190082644629,0.01652892561983471,0
31,1,28,4,452,2,25930,0.0,21,0,4.0,2,3,1,2,3.0,1.0,3.0,3,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,600.3257703081232,1091.585644257703,491.25987394957986,16.498503355654865,25.812299100209763,0.08812260536398467,0.08812260536398467,238,0.5252100840336135,0.0,0
33,0,15,3,453,4,194360,1.0,19,2,10.0,4,10,6,0,4.0,3.0,3.0,3,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,601.0602729885057,1077.1097701149426,476.0494971264368,16.8874315674942,24.259958168086246,0.1111111111111111,0.1111111111111111,232,0.5603448275862069,0.0,0
29,1,3,5,454,1,27230,6.0,11,1,3.0,2,0,0,0,4.0,1.0,3.0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,601.0244350282486,1217.8794491525423,616.8550141242938,16.992798319138306,24.05515540164735,0.09578544061302682,0.09578544061302682,236,0.5338983050847458,0.0,0
33,0,2,2,455,2,34790,3.0,12,0,5.0,3,3,0,2,2.0,4.0,3.0,3,3,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,601.6669398907104,1052.608538251366,450.94159836065575,16.578374569130617,24.030038761414303,0.06513409961685823,0.06513409961685823,244,0.5655737704918032,0.0,0
45,0,26,1,456,3,27940,3.0,19,1,8.0,2,5,0,2,4.0,4.0,3.0,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,597.9759336099586,1018.5988243430152,420.62289073305664,17.500791565886704,25.248542170072383,0.07662835249042145,0.07662835249042145,241,0.45228215767634855,0.008298755186721992,0
50,0,10,1,457,1,52490,9.0,21,2,32.0,2,5,1,3,4.0,4.0,2.0,2,4,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,600.0854347826087,1043.3411594202898,443.2557246376812,16.57061929303868,23.370068226201802,0.11877394636015326,0.11877394636015326,230,0.5043478260869565,0.0,0
33,0,1,3,458,2,21760,1.0,14,1,6.0,2,6,1,2,3.0,2.0,3.0,2,3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,602.3019363762102,1141.2134163208852,538.911479944675,16.264408097802423,24.536411855696095,0.07662835249042145,0.07662835249042145,241,0.5311203319502075,0.0,0
41,0,11,3,459,1,168720,2.0,15,1,21.0,2,18,0,11,1.0,3.0,4.0,3,3,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,598.8134199134199,1073.1645021645022,474.35108225108223,16.841721049678288,25.202309152117547,0.11494252873563218,0.11494252873563218,231,0.45454545454545453,0.0,0
27,0,20,4,460,2,34850,9.0,17,2,4.0,2,2,2,2,3.0,2.0,3.0,3,3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,599.6479971387697,1024.3575822603718,424.7095851216023,16.797849701433393,25.12567096035215,0.10727969348659004,0.10727969348659004,233,0.5150214592274678,0.0,0
45,0,2,3,461,1,66440,1.0,12,0,9.0,3,9,0,8,4.0,1.0,3.0,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,600.4217630853996,1122.6219008264463,522.2001377410469,16.210327654025903,25.583946161857185,0.07279693486590039,0.07279693486590039,242,0.5289256198347108,0.0,0
47,0,18,4,462,2,55820,1.0,16,0,9.0,3,9,0,7,4.0,4.0,3.0,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,600.0294765840222,1078.3568181818182,478.3273415977962,17.206373228242317,26.336232015208154,0.07279693486590039,0.07279693486590039,242,0.5,0.0,0
30,1,2,3,463,2,40000,4.0,12,0,7.0,5,5,0,1,1.0,3.0,3.0,2,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,599.5021985815603,1229.8079432624113,630.3057446808509,15.246544644217822,23.633845581238592,0.09961685823754789,0.09961685823754789,235,0.4595744680851064,0.0,0
50,0,1,3,464,2,134960,3.0,18,1,22.0,3,12,1,5,4.0,3.0,3.0,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,599.070987654321,1167.8921810699587,568.8211934156378,16.819880772317624,25.21116053218064,0.06896551724137931,0.06896551724137931,243,0.48559670781893005,0.0,0
38,0,13,3,465,1,32100,0.0,17,2,3.0,5,2,0,2,3.0,3.0,2.0,2,3,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,600.2193306010929,1062.5176229508197,462.29829234972675,17.596330946744906,23.507964512378095,0.06513409961685823,0.06513409961685823,244,0.5040983606557377,0.0,0
46,0,28,3,466,3,190450,6.0,11,3,13.0,2,8,0,7,4.0,3.0,3.0,3,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,600.0215564738293,1013.2360192837465,413.21446280991745,16.983343553036253,24.59610535640098,0.07279693486590039,0.07279693486590039,242,0.5082644628099173,0.024793388429752067,0
24,0,28,3,467,1,118490,1.0,16,1,5.0,3,4,3,2,4.0,3.0,3.0,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.2556693989071,993.8558743169399,395.6002049180328,15.498643197927773,23.255626281317614,0.06513409961685823,0.06513409961685823,244,0.48360655737704916,0.08196721311475409,0
35,1,24,3,468,3,20700,1.0,13,3,5.0,1,4,0,2,3.0,2.0,1.0,2,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,600.3880747126436,1159.6343390804595,559.2462643678161,16.22908122692419,23.702662836384444,0.1111111111111111,0.1111111111111111,232,0.5086206896551724,0.0,0
31,0,5,2,469,2,65020,1.0,12,0,4.0,3,4,0,3,3.0,1.0,3.0,3,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,599.9355371900826,978.0265840220385,378.09104683195596,16.45120478773369,25.180458018359186,0.07279693486590039,0.07279693486590039,242,0.4834710743801653,0.256198347107438,0
18,0,5,4,470,2,32300,1.0,12,1,0.0,3,0,0,0,2.0,4.0,3.0,3,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,598.8498581560284,977.637304964539,378.78744680851065,16.18078113202426,24.364776562904396,0.09961685823754789,0.09961685823754789,235,0.46808510638297873,0.2297872340425532,0
54,0,23,3,471,1,136030,8.0,13,1,22.0,2,10,0,8,3.0,3.0,3.0,3,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,599.0123188405796,995.0242028985508,396.01188405797103,15.9717669370819,23.59787835588133,0.11877394636015326,0.11877394636015326,230,0.4434782608695652,0.06521739130434782,0
35,0,6,4,472,1,119960,1.0,19,2,16.0,3,16,10,1,3.0,3.0,2.0,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,600.7506944444444,1176.1407638888888,575.3900694444444,17.86398438615873,25.321038299911404,0.08045977011494253,0.08045977011494253,240,0.5,0.0,0
30,0,4,3,473,5,56050,0.0,12,1,9.0,0,8,1,7,2.0,1.0,2.0,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,597.9884120171674,1205.0613733905582,607.0729613733905,16.685425340089527,22.86540228740077,0.10727969348659004,0.10727969348659004,233,0.44635193133047213,0.0,0
20,1,2,2,474,2,63970,1.0,17,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,599.9197786998618,1098.8057399723375,498.88596127247587,15.985112018597759,23.900730134102915,0.07662835249042145,0.07662835249042145,241,0.5020746887966805,0.0,0
30,1,8,4,475,1,191440,0.0,11,0,4.0,3,3,1,2,2.0,2.0,3.0,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,601.6961257309941,1058.0345029239766,456.3383771929825,15.666744254182882,22.110718616214054,0.12643678160919541,0.12643678160919541,228,0.5307017543859649,0.0,0
26,0,1,3,476,2,175840,1.0,20,0,8.0,2,8,1,3,4.0,4.0,3.0,3,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,599.7573913043478,1075.4542753623189,475.696884057971,17.118525535313342,25.240678879296127,0.11877394636015326,0.11877394636015326,230,0.5260869565217391,0.0,0
22,0,8,3,477,2,49070,2.0,21,1,4.0,2,4,1,1,2.0,1.0,2.0,3,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,600.0700292397661,1040.0337719298245,439.9637426900585,16.665533468057994,24.833583650940206,0.12643678160919541,0.12643678160919541,228,0.5131578947368421,0.0,0
48,0,2,4,478,2,45540,2.0,11,2,19.0,3,2,2,2,1.0,3.0,3.0,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,599.2711248285322,1078.1059670781892,478.8348422496571,18.37943320000396,27.308502416603933,0.06896551724137931,0.06896551724137931,243,0.4732510288065844,0.0,0
48,0,3,3,479,1,54150,7.0,11,1,27.0,1,15,4,8,3.0,3.0,3.0,3,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,599.3308802308802,991.8844155844155,392.5535353535354,16.676773348536077,22.83665277960624,0.11494252873563218,0.11494252873563218,231,0.5021645021645021,0.09090909090909091,0
41,0,2,3,480,2,47410,6.0,16,0,8.0,3,2,2,1,4.0,3.0,3.0,3,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,601.0785714285714,1014.7335434173668,413.6549719887955,17.76359032731626,25.415544001448694,0.08812260536398467,0.08812260536398467,238,0.5504201680672269,0.012605042016806723,0
39,0,2,3,481,3,21150,1.0,18,0,21.0,3,21,11,8,4.0,4.0,3.0,4,3,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,600.1931786216596,1026.1741209563995,425.98094233473984,16.91932347076983,23.460419962959204,0.09195402298850575,0.09195402298850575,237,0.4978902953586498,0.0,0
27,0,3,3,482,2,31610,0.0,13,2,4.0,0,3,2,2,1.0,4.0,3.0,3,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,599.894718792867,1037.585939643347,437.6912208504801,15.76172558267212,24.384524158400207,0.06896551724137931,0.06896551724137931,243,0.48559670781893005,0.0,0
35,0,24,3,483,5,57450,1.0,17,3,3.0,4,3,1,2,2.0,4.0,2.0,3,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,599.4123249299721,1015.435994397759,416.0236694677871,16.21832098566088,23.744104110204237,0.08812260536398467,0.08812260536398467,238,0.49159663865546216,0.01680672268907563,0
42,0,23,4,484,1,23730,6.0,14,1,21.0,3,1,0,0,4.0,3.0,3.0,4,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,601.4583333333334,1083.2690058479532,481.8106725146199,16.117982959851936,24.485969928395285,0.12643678160919541,0.12643678160919541,228,0.5570175438596491,0.0,0
50,0,27,3,485,2,33100,4.0,22,1,8.0,3,1,0,0,1.0,4.0,3.0,4,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,600.5310028248587,972.005720338983,371.47471751412434,16.6421342279606,23.854772661302025,0.09578544061302682,0.09578544061302682,236,0.5550847457627118,0.326271186440678,0
59,0,16,4,486,5,186650,3.0,12,0,30.0,3,5,4,3,3.0,4.0,3.0,2,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,600.7653741496598,1207.1053061224488,606.339931972789,17.84308602655293,26.557318522111128,0.06130268199233716,0.06130268199233716,245,0.5061224489795918,0.0,0
37,1,15,3,487,2,44850,5.0,11,1,15.0,2,1,0,0,1.0,2.0,1.0,4,3,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,599.3478632478633,994.7807692307692,395.43290598290594,14.992890786843482,22.995859252338974,0.10344827586206896,0.10344827586206896,234,0.5299145299145299,0.07264957264957266,0
55,0,26,2,488,2,27890,3.0,13,1,17.0,2,8,6,7,3.0,2.0,3.0,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,598.775,1116.337358757062,517.5623587570622,16.991758849345945,24.359517128702674,0.09578544061302682,0.09578544061302682,236,0.4661016949152542,0.0,0
41,0,19,1,489,2,58280,1.0,13,0,21.0,0,21,5,10,2.0,3.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,601.0593979441998,977.4778267254038,376.4184287812041,16.149184425243483,24.904178958010167,0.13026819923371646,0.13026819923371646,227,0.5286343612334802,0.24669603524229075,0
38,0,24,2,490,1,23260,8.0,14,0,19.0,3,1,0,0,3.0,4.0,3.0,4,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,599.6002192982455,1102.4937865497075,502.893567251462,15.044743146015223,23.837740248314493,0.12643678160919541,0.12643678160919541,228,0.45614035087719296,0.0,0
26,1,21,1,491,1,135250,8.0,17,1,7.0,4,2,2,2,2.0,1.0,3.0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,599.2729613733906,1058.863018597997,459.5900572246066,16.658663335726555,23.11419706861064,0.10727969348659004,0.10727969348659004,233,0.4892703862660944,0.0,0
52,1,5,4,492,4,14200,1.0,13,1,33.0,2,32,6,9,1.0,4.0,3.0,4,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,600.0850988700564,960.9802259887005,360.89512711864404,16.08636157695423,24.408207737573278,0.09578544061302682,0.09578544061302682,236,0.5042372881355932,0.5296610169491526,0
44,0,16,3,493,1,80200,3.0,11,1,23.0,2,12,11,11,4.0,4.0,3.0,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,600.4541666666667,1254.3308060109289,653.8766393442622,15.49080260737537,24.04186238611412,0.06513409961685823,0.06513409961685823,244,0.5,0.0,0
50,0,2,2,494,1,36880,0.0,11,0,19.0,3,18,0,13,4.0,3.0,3.0,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,600.7324561403509,987.3612573099414,386.62880116959064,16.36604935300182,22.778671024121007,0.12643678160919541,0.12643678160919541,228,0.543859649122807,0.14035087719298245,0
36,1,2,4,495,4,54820,1.0,18,0,18.0,3,17,15,14,3.0,1.0,3.0,3,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,600.0439142461963,1069.7228907330568,469.6789764868603,17.135702720247274,24.587273281026533,0.07662835249042145,0.07662835249042145,241,0.4896265560165975,0.0,0
